A009,A008,S020,X002,X003,X001,X051,E033,B008,S012,S003,COW_NUM,A165,A170,A173,X002_02,X002_02A,X002_02B,X002_03,X003R,X003R2,country_code,age,sex,cohort,health,happy,year
2,1,1990,1957,33,1,-4,7,-4,-4,840,2,2,8,5,-4,-4,-4,-4,2,2,840,33,1,1957,4,4,1990
1,2,1990,1941,49,1,-4,6,-4,-4,840,2,2,7,8,-4,-4,-4,-4,4,2,840,49,1,1941,5,3,1990
4,2,1990,1912,77,2,-4,5,-4,-4,840,2,2,8,8,-4,-4,-4,-4,6,3,840,77,2,1912,2,3,1990
1,1,1990,1962,28,1,-4,5,-4,-4,840,2,1,9,10,-4,-4,-4,-4,2,1,840,28,1,1962,5,4,1990
2,1,1990,1944,45,2,-4,10,-4,-4,840,2,1,8,8,-4,-4,-4,-4,4,2,840,45,2,1944,4,4,1990
1,-2,1990,1954,35,2,-4,5,-4,-4,840,2,1,7,7,-4,-4,-4,-4,3,2,840,35,2,1954,5,7,1990
2,2,1990,1958,31,2,-4,6,-4,-4,840,2,2,3,5,-4,-4,-4,-4,2,2,840,31,2,1958,4,3,1990
1,3,1990,1954,45,2,-4,6,-4,-4,840,2,2,5,7,-4,-4,-4,-4,4,2,840,45,2,1954,5,2,1990
4,2,1990,1960,29,1,-4,3,-4,-4,840,2,1,9,5,-4,-4,-4,-4,2,1,840,29,1,1960,2,3,1990
2,1,1990,1933,57,1,-4,7,-4,-4,840,2,1,7,8,-4,-4,-4,-4,5,3,840,57,1,1933,4,4,1990
3,4,1990,1920,70,1,-4,5,-4,-4,840,2,1,4,8,-4,-4,-4,-4,6,3,840,70,1,1920,3,1,1990
2,2,1990,1926,64,2,-4,-1,-4,-4,840,2,2,5,4,-4,-4,-4,-4,5,3,840,64,2,1926,4,3,1990
1,1,1990,1963,27,2,-4,5,-4,-4,840,2,2,8,8,-4,-4,-4,-4,2,1,840,27,2,1963,5,4,1990
2,1,1990,1935,55,1,-4,2,-4,-4,840,2,1,9,8,-4,-4,-4,-4,5,3,840,55,1,1935,4,4,1990
2,2,1990,1958,32,-2,-4,5,-4,-4,840,2,1,8,7,-4,-4,-4,-4,2,2,840,32,-2,1958,4,3,1990
3,2,1990,1910,90,1,-4,6,-4,-4,840,2,2,8,7,-4,-4,-4,-4,6,3,840,90,1,1910,3,3,1990
1,2,1990,1935,55,2,-4,5,-4,-4,840,2,1,9,9,-4,-4,-4,-4,5,3,840,55,2,1935,5,3,1990
3,2,1990,1923,67,1,-4,5,-4,-4,840,2,2,8,7,-4,-4,-4,-4,6,3,840,67,1,1923,3,3,1990
2,3,1990,1954,36,1,-4,8,-4,-4,840,2,2,8,10,-4,-4,-4,-4,3,2,840,36,1,1954,4,2,1990
1,1,1990,1934,56,2,-4,6,-4,-4,840,2,2,9,7,-4,-4,-4,-4,5,3,840,56,2,1934,5,4,1990
1,1,1990,1944,45,1,-4,5,-4,-4,840,2,1,9,8,-4,-4,-4,-4,4,2,840,45,1,1944,5,4,1990
1,2,1990,1928,62,1,-4,8,-4,-4,840,2,1,9,8,-4,-4,-4,-4,5,3,840,62,1,1928,5,3,1990
1,2,1990,1969,20,1,-4,2,-4,-4,840,2,1,7,7,-4,-4,-4,-4,1,1,840,20,1,1969,5,3,1990
1,2,1990,1942,48,1,-4,8,-4,-4,840,2,1,8,7,-4,-4,-4,-4,4,2,840,48,1,1942,5,3,1990
3,3,1990,1956,34,-2,-4,7,-4,-4,840,2,1,6,7,-4,-4,-4,-4,2,2,840,34,-2,1956,3,2,1990
2,-2,1990,1960,30,2,-4,7,-4,-4,840,2,2,8,8,-4,-4,-4,-4,2,2,840,30,2,1960,4,7,1990
1,2,1990,1956,33,1,-4,8,-4,-4,840,2,1,8,8,-4,-4,-4,-4,2,2,840,33,1,1956,5,3,1990
1,1,1990,1949,41,1,-4,5,-4,-4,840,2,2,10,10,-4,-4,-4,-4,3,2,840,41,1,1949,5,4,1990
3,2,1990,1954,35,2,-4,5,-4,-4,840,2,2,10,1,-4,-4,-4,-4,3,2,840,35,2,1954,3,3,1990
1,1,1990,1957,32,1,-4,8,-4,-4,840,2,1,10,9,-4,-4,-4,-4,2,2,840,32,1,1957,5,4,1990
3,4,1990,1969,21,2,-4,6,-4,-4,840,2,2,5,10,-4,-4,-4,-4,1,1,840,21,2,1969,3,1,1990
2,1,1990,1922,67,1,-4,5,-4,-4,840,2,1,10,10,-4,-4,-4,-4,6,3,840,67,1,1922,4,4,1990
2,2,1990,1957,33,1,-4,3,-4,-4,840,2,1,6,9,-4,-4,-4,-4,2,2,840,33,1,1957,4,3,1990
2,1,1990,1946,44,2,-4,8,-4,-4,840,2,1,9,8,-4,-4,-4,-4,3,2,840,44,2,1946,4,4,1990
1,2,1990,1957,32,2,-4,4,-4,-4,840,2,1,9,8,-4,-4,-4,-4,2,2,840,32,2,1957,5,3,1990
1,1,1990,1942,48,1,-4,5,-4,-4,840,2,2,9,9,-4,-4,-4,-4,4,2,840,48,1,1942,5,4,1990
2,2,1990,1930,60,1,-4,8,-4,-4,840,2,1,8,9,-4,-4,-4,-4,5,3,840,60,1,1930,4,3,1990
1,2,1990,1940,50,2,-4,5,-4,-4,840,2,1,9,6,-4,-4,-4,-4,4,3,840,50,2,1940,5,3,1990
1,1,1990,1955,35,2,-4,-1,-4,-4,840,2,1,10,9,-4,-4,-4,-4,3,2,840,35,2,1955,5,4,1990
1,1,1990,1956,33,2,-4,6,-4,-4,840,2,2,10,8,-4,-4,-4,-4,2,2,840,33,2,1956,5,4,1990
1,2,1990,1957,32,2,-4,5,-4,-4,840,2,2,7,5,-4,-4,-4,-4,2,2,840,32,2,1957,5,3,1990
2,2,1990,1947,43,1,-4,6,-4,-4,840,2,1,7,8,-4,-4,-4,-4,3,2,840,43,1,1947,4,3,1990
2,-2,1990,1962,27,2,-4,6,-4,-4,840,2,1,8,8,-4,-4,-4,-4,2,1,840,27,2,1962,4,7,1990
1,3,1990,1965,24,2,-4,7,-4,-4,840,2,2,6,7,-4,-4,-4,-4,1,1,840,24,2,1965,5,2,1990
1,1,1990,1932,68,2,-4,-2,-4,-4,840,2,1,9,8,-4,-4,-4,-4,6,3,840,68,2,1932,5,4,1990
2,2,1990,1926,64,2,-4,5,-4,-4,840,2,1,7,7,-4,-4,-4,-4,5,3,840,64,2,1926,4,3,1990
1,2,1990,1968,22,2,-4,5,-4,-4,840,2,2,6,7,-4,-4,-4,-4,1,1,840,22,2,1968,5,3,1990
1,1,1990,1950,40,2,-4,-1,-4,-4,840,2,2,8,9,-4,-4,-4,-4,3,2,840,40,2,1950,5,4,1990
2,2,1990,1945,44,1,-4,6,-4,-4,840,2,1,8,8,-4,-4,-4,-4,3,2,840,44,1,1945,4,3,1990
3,2,1990,1905,84,2,-4,-1,-4,-4,840,2,1,10,8,-4,-4,-4,-4,6,3,840,84,2,1905,3,3,1990
1,1,1990,1952,37,1,-4,5,-4,-4,840,2,1,9,10,-4,-4,-4,-4,3,2,840,37,1,1952,5,4,1990
2,2,1990,1927,62,2,-4,6,-4,-4,840,2,1,7,6,-4,-4,-4,-4,5,3,840,62,2,1927,4,3,1990
1,2,1990,1958,31,1,-4,5,-4,-4,840,2,2,6,6,-4,-4,-4,-4,2,2,840,31,1,1958,5,3,1990
3,1,1990,1904,86,2,-4,5,-4,-4,840,2,1,8,7,-4,-4,-4,-4,6,3,840,86,2,1904,3,4,1990
2,2,1990,1936,53,1,-4,7,-4,-4,840,2,1,10,9,-4,-4,-4,-4,4,3,840,53,1,1936,4,3,1990
2,2,1990,1959,31,2,-4,5,-4,-4,840,2,2,9,10,-4,-4,-4,-4,2,2,840,31,2,1959,4,3,1990
2,2,1990,1957,32,1,-4,5,-4,-4,840,2,2,8,9,-4,-4,-4,-4,2,2,840,32,1,1957,4,3,1990
2,3,1990,1942,48,1,-4,5,-4,-4,840,2,2,7,9,-4,-4,-4,-4,4,2,840,48,1,1942,4,2,1990
1,1,1990,1956,33,1,-4,1,-4,-4,840,2,2,8,8,-4,-4,-4,-4,2,2,840,33,1,1956,5,4,1990
1,2,1990,1935,54,2,-4,5,-4,-4,840,2,1,8,9,-4,-4,-4,-4,4,3,840,54,2,1935,5,3,1990
2,2,1990,1970,19,1,-4,4,-4,-4,840,2,1,6,10,-4,-4,-4,-4,1,1,840,19,1,1970,4,3,1990
3,3,1990,1961,28,2,-4,9,-4,-4,840,2,2,10,10,-4,-4,-4,-4,2,1,840,28,2,1961,3,2,1990
2,1,1990,1961,28,2,-4,7,-4,-4,840,2,2,9,9,-4,-4,-4,-4,2,1,840,28,2,1961,4,4,1990
3,1,1990,1923,66,1,-4,-1,-4,-4,840,2,1,10,10,-4,-4,-4,-4,6,3,840,66,1,1923,3,4,1990
-2,3,1990,1917,72,1,-4,-1,-4,-4,840,2,1,6,6,-4,-4,-4,-4,6,3,840,72,1,1917,8,2,1990
2,2,1990,1923,67,2,-4,1,-4,-4,840,2,2,10,7,-4,-4,-4,-4,6,3,840,67,2,1923,4,3,1990
1,2,1990,1953,36,2,-4,5,-4,-4,840,2,1,6,10,-4,-4,-4,-4,3,2,840,36,2,1953,5,3,1990
2,2,1990,1900,90,2,-4,-1,-4,-4,840,2,2,10,9,-4,-4,-4,-4,6,3,840,90,2,1900,4,3,1990
1,1,1990,1949,40,1,-4,5,-4,-4,840,2,2,6,5,-4,-4,-4,-4,3,2,840,40,1,1949,5,4,1990
4,2,1990,1923,66,1,-4,-1,-4,-4,840,2,1,6,5,-4,-4,-4,-4,6,3,840,66,1,1923,2,3,1990
2,2,1990,1960,30,2,-4,5,-4,-4,840,2,2,8,8,-4,-4,-4,-4,2,2,840,30,2,1960,4,3,1990
1,1,1990,1932,57,1,-4,10,-4,-4,840,2,-1,10,10,-4,-4,-4,-4,5,3,840,57,1,1932,5,4,1990
1,2,1990,1963,27,2,-4,5,-4,-4,840,2,2,8,9,-4,-4,-4,-4,2,1,840,27,2,1963,5,3,1990
1,3,1990,1955,34,1,-4,3,-4,-4,840,2,1,7,9,-4,-4,-4,-4,2,2,840,34,1,1955,5,2,1990
3,2,1990,1938,52,2,-4,5,-4,-4,840,2,2,5,7,-4,-4,-4,-4,4,3,840,52,2,1938,3,3,1990
3,1,1990,1910,79,1,-4,-1,-4,-4,840,2,1,9,9,-4,-4,-4,-4,6,3,840,79,1,1910,3,4,1990
3,3,1990,1945,44,1,-4,5,-4,-4,840,2,2,8,8,-4,-4,-4,-4,3,2,840,44,1,1945,3,2,1990
2,3,1990,1957,33,2,-4,3,-4,-4,840,2,1,8,7,-4,-4,-4,-4,2,2,840,33,2,1957,4,2,1990
3,1,1990,1918,72,2,-4,5,-4,-4,840,2,2,8,8,-4,-4,-4,-4,6,3,840,72,2,1918,3,4,1990
3,1,1990,1927,63,1,-4,6,-4,-4,840,2,2,6,8,-4,-4,-4,-4,5,3,840,63,1,1927,3,4,1990
2,1,1990,1960,30,2,-4,5,-4,-4,840,2,2,9,9,-4,-4,-4,-4,2,2,840,30,2,1960,4,4,1990
1,2,1990,1955,34,1,-4,5,-4,-4,840,2,1,8,8,-4,-4,-4,-4,2,2,840,34,1,1955,5,3,1990
2,2,1990,1948,42,2,-4,5,-4,-4,840,2,2,10,10,-4,-4,-4,-4,3,2,840,42,2,1948,4,3,1990
2,3,1990,1927,63,2,-4,1,-4,-4,840,2,2,5,4,-4,-4,-4,-4,5,3,840,63,2,1927,4,2,1990
2,2,1990,1969,20,1,-4,6,-4,-4,840,2,2,8,7,-4,-4,-4,-4,1,1,840,20,1,1969,4,3,1990
3,3,1990,1936,53,2,-4,4,-4,-4,840,2,2,4,4,-4,-4,-4,-4,4,3,840,53,2,1936,3,2,1990
2,3,1990,1931,58,1,-4,5,-4,-4,840,2,2,5,4,-4,-4,-4,-4,5,3,840,58,1,1931,4,2,1990
3,2,1990,1934,55,2,-4,5,-4,-4,840,2,2,6,7,-4,-4,-4,-4,5,3,840,55,2,1934,3,3,1990
1,1,1990,1928,62,2,-4,5,-4,-4,840,2,2,8,8,-4,-4,-4,-4,5,3,840,62,2,1928,5,4,1990
1,2,1990,1951,38,2,-4,6,-4,-4,840,2,1,4,3,-4,-4,-4,-4,3,2,840,38,2,1951,5,3,1990
1,1,1990,1959,31,2,-4,5,-4,-4,840,2,1,8,8,-4,-4,-4,-4,2,2,840,31,2,1959,5,4,1990
1,1,1990,1955,35,1,-4,-1,-4,-4,840,2,2,5,10,-4,-4,-4,-4,3,2,840,35,1,1955,5,4,1990
1,2,1990,1957,33,1,-4,8,-4,-4,840,2,1,8,7,-4,-4,-4,-4,2,2,840,33,1,1957,5,3,1990
1,2,1990,1938,51,2,-4,3,-4,-4,840,2,1,6,10,-4,-4,-4,-4,4,3,840,51,2,1938,5,3,1990
1,2,1990,1950,40,1,-4,4,-4,-4,840,2,2,8,8,-4,-4,-4,-4,3,2,840,40,1,1950,5,3,1990
2,2,1990,1963,26,1,-4,5,-4,-4,840,2,1,6,8,-4,-4,-4,-4,2,1,840,26,1,1963,4,3,1990
3,2,1990,1929,61,2,-4,5,-4,-4,840,2,2,5,6,-4,-4,-4,-4,5,3,840,61,2,1929,3,3,1990
3,2,1990,1930,59,2,-4,5,-4,-4,840,2,2,5,5,-4,-4,-4,-4,5,3,840,59,2,1930,3,3,1990
1,1,1990,1943,47,1,-4,7,-4,-4,840,2,1,10,10,-4,-4,-4,-4,4,2,840,47,1,1943,5,4,1990
1,3,1990,1947,43,2,-4,-1,-4,-4,840,2,1,2,5,-4,-4,-4,-4,3,2,840,43,2,1947,5,2,1990
1,3,1990,1952,38,1,-4,4,-4,-4,840,2,2,8,8,-4,-4,-4,-4,3,2,840,38,1,1952,5,2,1990
1,1,1990,1955,35,2,-4,3,-4,-4,840,2,1,7,4,-4,-4,-4,-4,3,2,840,35,2,1955,5,4,1990
1,2,1990,1969,21,2,-4,7,-4,-4,840,2,2,7,6,-4,-4,-4,-4,1,1,840,21,2,1969,5,3,1990
1,3,1990,1961,28,2,-4,4,-4,-4,840,2,1,9,3,-4,-4,-4,-4,2,1,840,28,2,1961,5,2,1990
2,1,1990,1900,90,-2,-4,9,-4,-4,840,2,1,10,3,-4,-4,-4,-4,6,3,840,90,-2,1900,4,4,1990
2,2,1990,1951,39,1,-4,3,-4,-4,840,2,1,8,7,-4,-4,-4,-4,3,2,840,39,1,1951,4,3,1990
2,3,1990,1935,55,2,-4,4,-4,-4,840,2,2,8,7,-4,-4,-4,-4,5,3,840,55,2,1935,4,2,1990
1,1,1990,1943,46,1,-4,3,-4,-4,840,2,1,7,6,-4,-4,-4,-4,4,2,840,46,1,1943,5,4,1990
1,1,1990,1953,36,2,-4,2,-4,-4,840,2,1,9,9,-4,-4,-4,-4,3,2,840,36,2,1953,5,4,1990
2,2,1990,1927,62,1,-4,6,-4,-4,840,2,2,7,7,-4,-4,-4,-4,5,3,840,62,1,1927,4,3,1990
1,1,1990,1942,48,2,-4,5,-4,-4,840,2,1,8,7,-4,-4,-4,-4,4,2,840,48,2,1942,5,4,1990
3,1,1990,1925,64,2,-4,-1,-4,-4,840,2,2,10,10,-4,-4,-4,-4,5,3,840,64,2,1925,3,4,1990
2,-2,1990,1919,71,1,-4,9,-4,-4,840,2,2,5,7,-4,-4,-4,-4,6,3,840,71,1,1919,4,7,1990
1,2,1990,1947,42,2,-4,5,-4,-4,840,2,1,8,8,-4,-4,-4,-4,3,2,840,42,2,1947,5,3,1990
2,-1,1990,1937,52,2,-4,8,-4,-4,840,2,1,7,6,-4,-4,-4,-4,4,3,840,52,2,1937,4,6,1990
2,2,1990,1963,27,1,-4,6,-4,-4,840,2,2,7,7,-4,-4,-4,-4,2,1,840,27,1,1963,4,3,1990
2,1,1990,1925,65,1,-4,6,-4,-4,840,2,1,10,9,-4,-4,-4,-4,6,3,840,65,1,1925,4,4,1990
1,2,1990,1950,39,1,-4,4,-4,-4,840,2,1,8,7,-4,-4,-4,-4,3,2,840,39,1,1950,5,3,1990
2,3,1990,1941,49,1,-4,10,-4,-4,840,2,2,8,9,-4,-4,-4,-4,4,2,840,49,1,1941,4,2,1990
3,3,1990,1939,51,1,-4,8,-4,-4,840,2,1,5,5,-4,-4,-4,-4,4,3,840,51,1,1939,3,2,1990
4,1,1990,1909,81,1,-4,8,-4,-4,840,2,1,7,5,-4,-4,-4,-4,6,3,840,81,1,1909,2,4,1990
1,2,1990,1959,30,1,-4,8,-4,-4,840,2,1,8,8,-4,-4,-4,-4,2,2,840,30,1,1959,5,3,1990
1,1,1990,1953,36,2,-4,7,-4,-4,840,2,1,8,9,-4,-4,-4,-4,3,2,840,36,2,1953,5,4,1990
1,2,1990,1944,46,2,-4,3,-4,-4,840,2,1,8,7,-4,-4,-4,-4,4,2,840,46,2,1944,5,3,1990
2,1,1990,1952,38,-2,-4,5,-4,-4,840,2,1,8,8,-4,-4,-4,-4,3,2,840,38,-2,1952,4,4,1990
1,2,1990,1924,65,1,-4,5,-4,-4,840,2,1,8,8,-4,-4,-4,-4,6,3,840,65,1,1924,5,3,1990
1,2,1990,1936,54,1,-4,5,-4,-4,840,2,1,8,8,-4,-4,-4,-4,4,3,840,54,1,1936,5,3,1990
2,1,1990,1924,65,2,-4,5,-4,-4,840,2,1,7,5,-4,-4,-4,-4,6,3,840,65,2,1924,4,4,1990
2,1,1990,1925,65,1,-4,5,-4,-4,840,2,2,10,8,-4,-4,-4,-4,6,3,840,65,1,1925,4,4,1990
2,2,1990,1924,66,1,-4,5,-4,-4,840,2,2,5,6,-4,-4,-4,-4,6,3,840,66,1,1924,4,3,1990
1,1,1990,1900,90,2,-4,5,-4,-4,840,2,1,9,9,-4,-4,-4,-4,6,3,840,90,2,1900,5,4,1990
2,1,1990,1926,64,1,-4,6,-4,-4,840,2,2,10,7,-4,-4,-4,-4,5,3,840,64,1,1926,4,4,1990
3,1,1990,1961,29,2,-4,6,-4,-4,840,2,2,5,7,-4,-4,-4,-4,2,1,840,29,2,1961,3,4,1990
2,2,1990,1955,35,1,-4,5,-4,-4,840,2,2,10,6,-4,-4,-4,-4,3,2,840,35,1,1955,4,3,1990
1,1,1990,1901,89,2,-4,-1,-4,-4,840,2,2,10,6,-4,-4,-4,-4,6,3,840,89,2,1901,5,4,1990
2,2,1990,1973,17,2,-4,5,-4,-4,840,2,2,5,5,-4,-4,-4,-4,1,1,840,17,2,1973,4,3,1990
1,1,1990,1952,38,1,-4,3,-4,-4,840,2,1,7,8,-4,-4,-4,-4,3,2,840,38,1,1952,5,4,1990
1,-1,1990,1919,71,2,-4,1,-4,-4,840,2,1,8,3,-4,-4,-4,-4,6,3,840,71,2,1919,5,6,1990
1,2,1990,1944,45,1,-4,7,-4,-4,840,2,1,7,8,-4,-4,-4,-4,4,2,840,45,1,1944,5,3,1990
2,2,1990,1948,41,2,-4,7,-4,-4,840,2,1,8,6,-4,-4,-4,-4,3,2,840,41,2,1948,4,3,1990
4,2,1990,1950,75,2,-4,5,-4,-4,840,2,1,1,10,-4,-4,-4,-4,6,3,840,75,2,1950,2,3,1990
2,1,1990,1972,18,2,-4,5,-4,-4,840,2,1,10,8,-4,-4,-4,-4,1,1,840,18,2,1972,4,4,1990
1,1,1990,1959,31,1,-4,8,-4,-4,840,2,2,8,8,-4,-4,-4,-4,2,2,840,31,1,1959,5,4,1990
1,1,1990,1956,34,1,-4,5,-4,-4,840,2,2,7,10,-4,-4,-4,-4,2,2,840,34,1,1956,5,4,1990
2,2,1990,1958,31,2,-4,5,-4,-4,840,2,2,6,8,-4,-4,-4,-4,2,2,840,31,2,1958,4,3,1990
2,2,1990,1918,72,2,-4,4,-4,-4,840,2,1,6,5,-4,-4,-4,-4,6,3,840,72,2,1918,4,3,1990
2,1,1990,1905,84,1,-4,5,-4,-4,840,2,1,10,5,-4,-4,-4,-4,6,3,840,84,1,1905,4,4,1990
4,3,1990,1925,65,2,-4,1,-4,-4,840,2,2,10,10,-4,-4,-4,-4,6,3,840,65,2,1925,2,2,1990
3,2,1990,1946,32,1,-4,1,-4,-4,840,2,1,10,1,-4,-4,-4,-4,2,2,840,32,1,1946,3,3,1990
3,2,1990,1923,66,1,-4,10,-4,-4,840,2,-1,10,1,-4,-4,-4,-4,6,3,840,66,1,1923,3,3,1990
3,4,1990,1931,59,2,-4,-1,-4,-4,840,2,2,10,1,-4,-4,-4,-4,5,3,840,59,2,1931,3,1,1990
1,-2,1990,1958,32,2,-4,5,-4,-4,840,2,2,9,8,-4,-4,-4,-4,2,2,840,32,2,1958,5,7,1990
3,4,1990,1927,62,1,-4,1,-4,-4,840,2,2,6,10,-4,-4,-4,-4,5,3,840,62,1,1927,3,1,1990
2,4,1990,1952,37,2,-4,10,-4,-4,840,2,2,10,9,-4,-4,-4,-4,3,2,840,37,2,1952,4,1,1990
1,2,1990,1967,23,2,-4,6,-4,-4,840,2,2,9,8,-4,-4,-4,-4,1,1,840,23,2,1967,5,3,1990
2,2,1990,1946,44,1,-4,5,-4,-4,840,2,2,10,7,-4,-4,-4,-4,3,2,840,44,1,1946,4,3,1990
1,2,1990,1971,18,1,-4,5,-4,-4,840,2,1,7,9,-4,-4,-4,-4,1,1,840,18,1,1971,5,3,1990
2,1,1990,1954,36,2,-4,8,-4,-4,840,2,1,7,10,-4,-4,-4,-4,3,2,840,36,2,1954,4,4,1990
4,1,1990,1923,67,2,-4,5,-4,-4,840,2,2,8,2,-4,-4,-4,-4,6,3,840,67,2,1923,2,4,1990
2,4,1990,1971,18,1,-4,8,-4,-4,840,2,2,8,6,-4,-4,-4,-4,1,1,840,18,1,1971,4,1,1990
1,2,1990,1957,33,1,-4,5,-4,-4,840,2,2,7,9,-4,-4,-4,-4,2,2,840,33,1,1957,5,3,1990
1,1,1990,1949,41,2,-4,5,-4,-4,840,2,2,8,7,-4,-4,-4,-4,3,2,840,41,2,1949,5,4,1990
2,2,1990,1947,43,1,-4,5,-4,-4,840,2,1,9,8,-4,-4,-4,-4,3,2,840,43,1,1947,4,3,1990
5,2,1990,1943,47,2,-4,5,-4,-4,840,2,2,7,7,-4,-4,-4,-4,4,2,840,47,2,1943,1,3,1990
2,1,1990,1921,69,2,-4,6,-4,-4,840,2,2,9,10,-4,-4,-4,-4,6,3,840,69,2,1921,4,4,1990
1,1,1990,1929,61,2,-4,8,-4,-4,840,2,2,9,8,-4,-4,-4,-4,5,3,840,61,2,1929,5,4,1990
3,2,1990,1968,22,1,-4,7,-4,-4,840,2,2,4,7,-4,-4,-4,-4,1,1,840,22,1,1968,3,3,1990
2,2,1990,1935,55,1,-4,4,-4,-4,840,2,1,8,8,-4,-4,-4,-4,5,3,840,55,1,1935,4,3,1990
1,1,1990,1962,28,2,-4,7,-4,-4,840,2,2,9,7,-4,-4,-4,-4,2,1,840,28,2,1962,5,4,1990
1,1,1990,1948,41,1,-4,2,-4,-4,840,2,1,10,8,-4,-4,-4,-4,3,2,840,41,1,1948,5,4,1990
2,2,1990,1947,42,1,-4,-1,-4,-4,840,2,1,6,6,-4,-4,-4,-4,3,2,840,42,1,1947,4,3,1990
3,2,1990,1952,37,2,-4,5,-4,-4,840,2,2,7,5,-4,-4,-4,-4,3,2,840,37,2,1952,3,3,1990
2,3,1990,1958,32,2,-4,7,-4,-4,840,2,2,5,7,-4,-4,-4,-4,2,2,840,32,2,1958,4,2,1990
1,2,1990,1966,23,2,-4,-1,-4,-4,840,2,2,8,7,-4,-4,-4,-4,1,1,840,23,2,1966,5,3,1990
2,2,1990,1948,41,1,-4,6,-4,-4,840,2,2,8,10,-4,-4,-4,-4,3,2,840,41,1,1948,4,3,1990
1,1,1990,1941,48,1,-4,6,-4,-4,840,2,1,10,10,-4,-4,-4,-4,4,2,840,48,1,1941,5,4,1990
3,1,1990,1899,91,2,-4,7,-4,-4,840,2,2,7,9,-4,-4,-4,-4,6,3,840,91,2,1899,3,4,1990
1,1,1990,1955,35,2,-4,-1,-4,-4,840,2,1,10,8,-4,-4,-4,-4,3,2,840,35,2,1955,5,4,1990
1,1,1990,1968,22,2,-4,-1,-4,-4,840,2,1,10,10,-4,-4,-4,-4,1,1,840,22,2,1968,5,4,1990
1,2,1990,1967,22,1,-4,5,-4,-4,840,2,2,10,1,-4,-4,-4,-4,1,1,840,22,1,1967,5,3,1990
1,1,1990,1900,90,2,-4,7,-4,-4,840,2,1,7,8,-4,-4,-4,-4,6,3,840,90,2,1900,5,4,1990
1,2,1990,1900,90,1,-4,7,-4,-4,840,2,2,8,6,-4,-4,-4,-4,6,3,840,90,1,1900,5,3,1990
2,2,1990,1961,28,1,-4,7,-4,-4,840,2,1,7,9,-4,-4,-4,-4,2,1,840,28,1,1961,4,3,1990
1,1,1990,1941,48,1,-4,6,-4,-4,840,2,2,8,10,-4,-4,-4,-4,4,2,840,48,1,1941,5,4,1990
2,1,1990,1937,52,1,-4,5,-4,-4,840,2,2,9,9,-4,-4,-4,-4,4,3,840,52,1,1937,4,4,1990
1,1,1990,1954,36,2,-4,5,-4,-4,840,2,1,10,10,-4,-4,-4,-4,3,2,840,36,2,1954,5,4,1990
2,1,1990,1963,27,2,-4,10,-4,-4,840,2,2,8,7,-4,-4,-4,-4,2,1,840,27,2,1963,4,4,1990
2,2,1990,1963,26,2,-4,6,-4,-4,840,2,2,6,8,-4,-4,-4,-4,2,1,840,26,2,1963,4,3,1990
1,2,1990,1964,26,1,-4,6,-4,-4,840,2,1,5,8,-4,-4,-4,-4,2,1,840,26,1,1964,5,3,1990
3,1,1990,1938,51,2,-4,7,-4,-4,840,2,2,8,10,-4,-4,-4,-4,4,3,840,51,2,1938,3,4,1990
2,2,1990,1954,35,1,-4,5,-4,-4,840,2,1,6,8,-4,-4,-4,-4,3,2,840,35,1,1954,4,3,1990
3,1,1990,1916,73,1,-4,5,-4,-4,840,2,1,10,9,-4,-4,-4,-4,6,3,840,73,1,1916,3,4,1990
1,2,1990,1959,31,1,-4,6,-4,-4,840,2,1,9,9,-4,-4,-4,-4,2,2,840,31,1,1959,5,3,1990
1,1,1990,1946,44,2,-4,5,-4,-4,840,2,2,5,5,-4,-4,-4,-4,3,2,840,44,2,1946,5,4,1990
2,2,1990,1943,47,2,-4,5,-4,-4,840,2,2,8,6,-4,-4,-4,-4,4,2,840,47,2,1943,4,3,1990
1,1,1990,1956,34,2,-4,7,-4,-4,840,2,2,10,10,-4,-4,-4,-4,2,2,840,34,2,1956,5,4,1990
2,1,1990,1957,32,1,-4,8,-4,-4,840,2,1,8,8,-4,-4,-4,-4,2,2,840,32,1,1957,4,4,1990
1,2,1990,1949,50,2,-4,3,-4,-4,840,2,-1,7,7,-4,-4,-4,-4,4,3,840,50,2,1949,5,3,1990
1,1,1990,1933,57,1,-4,5,-4,-4,840,2,1,8,8,-4,-4,-4,-4,5,3,840,57,1,1933,5,4,1990
2,2,1990,1923,67,1,-4,6,-4,-4,840,2,1,7,5,-4,-4,-4,-4,6,3,840,67,1,1923,4,3,1990
2,1,1990,1933,56,2,-4,5,-4,-4,840,2,1,8,7,-4,-4,-4,-4,5,3,840,56,2,1933,4,4,1990
1,2,1990,1954,35,1,-4,6,-4,-4,840,2,2,7,7,-4,-4,-4,-4,3,2,840,35,1,1954,5,3,1990
1,3,1990,1950,40,2,-4,7,-4,-4,840,2,1,10,8,-4,-4,-4,-4,3,2,840,40,2,1950,5,2,1990
1,1,1990,1958,32,1,-4,6,-4,-4,840,2,1,8,8,-4,-4,-4,-4,2,2,840,32,1,1958,5,4,1990
2,2,1990,1954,36,1,-4,6,-4,-4,840,2,2,7,7,-4,-4,-4,-4,3,2,840,36,1,1954,4,3,1990
1,1,1990,1953,37,2,-4,7,-4,-4,840,2,1,9,8,-4,-4,-4,-4,3,2,840,37,2,1953,5,4,1990
