year,cohort,age,health,sex,happy,life,educ,polviews,class,satfin
1982,1919,63,4,1,2,2,5,5,2,1
1982,1962,20,2,2,2,2,12,4,3,1
1982,1922,60,4,1,1,1,5,3,1,3
1982,1941,41,2,2,2,2,11,4,2,3
1982,1947,35,2,1,2,2,12,2,2,2
1982,1959,23,1,2,1,2,12,NA,2,2
1982,1946,36,2,1,2,2,12,2,2,2
1982,1935,47,1,1,2,2,11,NA,2,2
1982,1943,39,2,2,1,1,14,NA,2,2
1982,1960,22,1,2,1,1,12,NA,2,2
1982,1959,23,1,2,1,1,14,NA,3,2
1982,1928,54,2,2,3,2,9,2,1,3
1982,1953,29,1,1,1,1,11,NA,2,1
1982,1918,64,1,1,1,2,16,2,4,1
1982,1893,89,4,2,2,2,NA,NA,3,2
1982,1936,46,2,1,2,2,9,2,2,1
1982,1939,43,2,2,2,2,11,NA,2,3
1982,1943,39,2,2,2,2,10,2,2,3
1982,1951,31,2,2,2,2,11,2,2,3
1982,1963,19,1,1,2,2,11,4,3,1
1982,1921,61,2,2,2,2,13,4,2,3
1982,1950,32,2,2,2,2,11,6,3,3
1982,1943,39,3,1,3,2,12,4,2,1
1982,1928,54,2,2,3,2,11,4,2,3
1982,1920,62,3,1,2,2,8,5,2,3
1982,1959,23,2,2,3,3,15,4,2,3
1982,1954,28,2,2,2,1,12,NA,2,3
1982,1928,54,2,1,2,2,10,4,2,1
1982,1958,24,2,1,2,2,14,2,1,3
1982,1945,37,1,2,2,1,10,7,3,2
1982,1922,60,3,2,2,2,6,2,3,2
1982,1930,52,3,1,3,3,9,4,2,2
1982,1926,56,1,2,2,2,11,6,2,2
1982,1953,29,4,1,3,2,10,5,2,3
1982,1930,52,3,2,1,2,12,4,2,3
1982,1961,21,1,1,2,2,13,4,2,3
1982,1939,43,1,1,2,1,13,5,3,3
1982,1944,38,2,1,2,2,16,3,3,2
1982,1946,36,1,1,3,1,15,2,1,3
1982,1946,36,4,2,2,2,12,3,2,2
1982,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1982,1945,37,2,2,1,1,14,2,3,2
1982,1908,74,2,2,2,2,7,4,NA,2
1982,1893,89,4,2,1,1,12,NA,3,3
1982,1937,45,2,1,2,2,12,1,2,3
1982,1935,47,2,1,2,2,12,2,2,3
1982,1937,45,2,2,2,2,10,3,2,3
1982,1944,38,1,2,3,2,12,NA,2,3
1982,1948,34,2,2,2,1,12,5,3,2
1982,1935,47,1,1,2,1,16,3,3,1
1982,1932,50,2,2,1,1,16,5,2,2
1982,1911,71,2,1,NA,1,12,5,3,NA
1982,1931,51,2,1,2,1,14,2,2,2
1982,1919,63,1,1,2,1,16,1,2,3
1982,1960,22,1,1,1,1,11,1,4,3
1982,1957,25,4,2,3,3,14,4,3,2
1982,1912,70,3,1,1,2,10,6,3,2
1982,1951,31,1,2,2,2,19,3,NA,2
1982,1945,37,2,2,1,1,8,NA,2,2
1982,1955,27,3,2,2,2,16,5,2,1
1982,1954,28,2,1,3,1,12,4,2,1
1982,1956,26,1,2,1,2,12,7,2,3
1982,1953,29,3,2,2,2,11,3,2,3
1982,1948,34,3,2,3,2,16,3,2,3
1982,1950,32,3,1,3,2,11,1,3,1
1982,1928,54,4,1,3,1,8,1,2,3
1982,1928,54,4,1,2,1,12,1,1,3
1982,1903,79,2,2,2,2,15,5,3,2
1982,NA,NA,2,2,2,2,11,NA,2,1
1982,1939,43,3,1,3,3,6,5,2,2
1982,1906,76,3,2,3,1,6,7,4,3
1982,1956,26,2,2,2,2,12,4,3,2
1982,1944,38,3,1,2,1,12,6,2,1
1982,1956,26,2,2,3,2,12,2,2,3
1982,1952,30,2,2,2,2,12,4,2,2
1982,1942,40,2,2,2,2,12,4,2,3
1982,1948,34,2,2,2,1,12,NA,3,1
1982,1932,50,1,2,1,1,18,3,3,1
1982,1930,52,2,2,2,1,17,2,2,2
1982,1930,52,2,1,2,1,19,4,2,2
1982,1929,53,1,2,2,2,15,6,3,2
1982,1936,46,2,1,2,2,7,6,2,2
1982,1956,26,2,2,2,2,13,2,3,2
1982,1903,79,2,2,2,2,6,NA,3,1
1982,1959,23,2,2,3,2,12,4,3,2
1982,1929,53,1,2,2,1,10,4,1,2
1982,1963,19,1,1,2,2,10,NA,2,2
1982,1915,67,1,2,3,2,3,4,3,1
1982,1898,84,2,1,1,3,3,NA,2,3
1982,1928,54,2,2,2,3,9,NA,3,3
1982,1911,71,3,2,2,3,3,2,3,3
1982,1923,59,2,2,2,2,8,NA,2,2
1982,NA,NA,4,2,2,3,8,NA,3,2
1982,1907,75,4,2,2,2,7,3,3,3
1982,1949,33,1,1,2,1,13,NA,2,2
1982,1909,73,2,2,2,1,7,2,3,2
1982,1899,83,4,2,2,2,5,NA,3,2
1982,1964,18,2,1,2,1,11,2,2,2
1982,1926,56,2,2,2,2,8,NA,2,2
1982,1948,34,2,2,2,1,13,6,3,1
1982,1926,56,2,1,1,1,12,NA,2,2
1982,1931,51,2,2,1,2,11,2,2,3
1982,1953,29,2,2,2,2,10,4,3,3
1982,1921,61,2,2,1,2,12,3,3,3
1982,1954,28,3,2,3,2,14,3,2,3
1982,1919,63,3,1,2,2,12,3,2,1
1982,1952,30,2,2,2,2,14,4,2,3
1982,1914,68,3,1,1,3,10,4,3,2
1982,1933,49,3,1,2,2,9,4,2,3
1982,1926,56,2,2,1,1,14,4,4,2
1982,1963,19,2,2,2,2,11,6,2,2
1982,1914,68,3,2,3,2,11,4,3,3
1982,1920,62,2,1,2,2,16,2,2,3
1982,1933,49,2,2,2,1,12,4,3,1
1982,1916,66,2,2,2,2,18,5,3,3
1982,1932,50,2,2,2,1,12,5,2,3
1982,1929,53,2,1,1,1,15,4,2,2
1982,1913,69,2,2,2,2,7,7,2,1
1982,1934,48,2,2,2,2,17,3,2,3
1982,1933,49,1,2,1,1,17,3,2,3
1982,1905,77,3,1,2,2,18,2,3,2
1982,1917,65,3,2,2,2,12,4,2,2
1982,1963,19,2,2,2,1,12,4,3,2
1982,1946,36,2,2,1,1,12,4,2,3
1982,1911,71,3,2,1,2,17,4,2,2
1982,1939,43,4,1,2,2,8,4,2,3
1982,1928,54,1,2,1,1,12,4,2,3
1982,1959,23,1,1,2,1,12,4,2,3
1982,1953,29,2,2,2,2,12,4,2,3
1982,1948,34,2,2,2,2,11,4,2,2
1982,1957,25,3,1,2,2,13,5,3,1
1982,1939,43,3,2,3,2,12,2,2,3
1982,1947,35,2,1,2,1,11,3,4,3
1982,1940,42,2,2,2,2,10,4,4,3
1982,1946,36,1,2,2,2,11,NA,4,3
1982,1953,29,2,2,3,2,12,3,2,3
1982,1922,60,3,2,2,2,6,6,3,2
1982,1911,71,1,2,1,2,7,4,2,1
1982,1931,51,3,2,2,2,9,3,4,2
1982,1955,27,4,2,3,2,12,6,2,3
1982,1932,50,3,2,2,2,12,4,2,NA
1982,1953,29,1,1,2,2,12,4,2,2
1982,1941,41,3,2,2,2,16,3,1,3
1982,1928,54,3,1,2,NA,8,4,2,2
1982,1947,35,1,1,2,2,9,6,2,3
1982,1947,35,1,1,2,1,16,6,2,1
1982,1956,26,2,2,2,2,11,4,2,3
1982,1920,62,3,2,1,2,11,4,3,2
1982,1904,78,4,2,3,3,9,4,3,2
1982,1914,68,4,1,3,2,10,3,2,3
1982,1955,27,3,1,2,1,12,3,3,3
1982,1962,20,2,1,2,1,11,5,2,3
1982,1934,48,1,1,2,1,18,2,2,3
1982,1950,32,2,1,2,1,14,2,2,3
1982,1922,60,4,2,2,1,11,3,3,1
1982,1955,27,2,2,3,2,12,4,2,3
1982,1945,37,2,2,1,1,11,5,2,2
1982,1910,72,1,1,2,2,3,5,3,2
1982,1925,57,4,2,3,2,2,1,2,1
1982,1928,54,3,2,2,1,11,5,3,2
1982,1951,31,3,1,3,1,14,2,2,3
1982,1897,85,4,2,2,1,9,2,3,1
1982,1924,58,2,2,3,1,14,4,3,3
1982,1935,47,4,2,2,2,12,3,3,3
1982,1958,24,2,1,2,1,12,3,2,3
1982,1906,76,4,2,1,2,3,NA,3,2
1982,1945,37,3,2,1,2,11,5,2,3
1982,1959,23,1,1,3,2,12,6,2,1
1982,1959,23,1,1,1,1,14,6,NA,NA
1982,1956,26,2,2,2,3,11,5,3,3
1982,1960,22,2,2,3,2,12,2,3,3
1982,1920,62,2,2,2,1,12,5,4,3
1982,1953,29,3,1,2,2,12,4,3,2
1982,1962,20,2,2,3,2,13,3,1,2
1982,1948,34,1,2,3,2,12,4,2,2
1982,1947,35,2,2,2,2,14,NA,2,3
1982,1945,37,1,2,2,2,16,2,3,3
1982,1947,35,1,2,2,1,20,3,3,2
1982,1926,56,4,2,3,2,9,2,4,3
1982,1944,38,1,2,2,1,12,3,2,3
1982,1953,29,1,1,2,2,13,2,2,3
1982,1950,32,2,1,NA,2,12,NA,2,NA
1982,1929,53,2,2,2,2,11,4,2,3
1982,1933,49,2,2,2,1,14,2,2,2
1982,1922,60,3,2,1,1,12,2,4,2
1982,1955,27,2,1,2,1,10,NA,2,3
1982,1961,21,1,1,2,1,14,2,3,3
1982,1912,70,2,1,2,1,3,3,1,1
1982,1945,37,1,2,2,2,12,6,2,3
1982,1927,55,3,2,2,2,8,6,2,2
1982,1946,36,3,2,3,2,12,4,2,3
1982,1919,63,2,1,2,2,12,4,3,3
1982,1955,27,1,1,3,2,12,4,2,1
1982,1955,27,3,2,3,2,12,4,1,3
1982,1902,80,3,1,2,2,12,2,3,2
1982,1950,32,2,2,1,1,15,2,2,2
1982,1955,27,1,2,3,2,14,4,2,3
1982,1957,25,1,2,2,2,12,4,3,2
1982,1959,23,2,2,3,2,12,4,3,3
1982,1911,71,3,2,2,2,6,4,2,2
1982,1945,37,1,2,2,1,14,2,2,3
1982,1958,24,1,2,1,1,12,2,4,2
1982,1925,57,2,2,1,1,14,2,3,2
1982,1934,48,1,1,1,1,4,4,3,1
1982,1940,42,4,1,2,2,10,4,2,3
1982,1931,51,2,2,1,1,9,2,2,3
1982,1933,49,3,1,2,2,10,4,2,2
1982,1950,32,3,2,2,2,NA,4,1,3
1982,1928,54,3,2,3,3,7,6,2,3
1982,1926,56,3,2,2,2,14,4,2,2
1982,1960,22,1,2,2,1,12,6,2,3
1982,1955,27,2,1,2,2,12,3,1,3
1982,1937,45,3,1,2,1,12,1,2,3
1982,1962,20,1,2,1,1,15,4,3,2
1982,1944,38,2,1,1,1,12,1,4,2
1982,1961,21,2,2,2,2,13,5,2,3
1982,1945,37,1,2,3,1,12,4,2,3
1982,1951,31,2,1,3,1,14,3,2,3
1982,1955,27,2,2,2,3,12,1,3,3
1982,1942,40,1,1,1,2,15,4,2,3
1982,1957,25,2,2,2,1,12,4,3,2
1982,1956,26,2,2,2,2,14,2,2,3
1983,1959,24,NA,2,3,NA,9,4,1,3
1983,1928,55,NA,2,2,NA,12,NA,NA,3
1983,1929,54,NA,1,2,NA,12,4,3,2
1983,1955,28,NA,1,1,NA,12,5,3,2
1983,1924,59,NA,2,2,NA,12,NA,NA,2
1983,1927,56,NA,1,2,NA,7,4,2,1
1983,1945,38,NA,2,1,NA,13,NA,NA,2
1983,1945,38,NA,2,2,NA,12,4,2,2
1983,1951,32,NA,2,1,NA,12,NA,NA,2
1983,1936,47,NA,1,1,NA,14,6,3,1
1983,1937,46,NA,2,1,NA,12,NA,NA,2
1983,1960,23,NA,1,2,NA,14,3,2,2
1983,1923,60,NA,2,2,NA,12,NA,NA,2
1983,1923,60,NA,1,2,NA,12,NA,NA,2
1983,1916,67,NA,2,1,NA,4,NA,NA,2
1983,1961,22,NA,2,2,NA,12,NA,NA,3
1983,1927,56,NA,2,3,NA,12,4,3,2
1983,1947,36,NA,1,2,NA,11,4,2,2
1983,1949,34,NA,1,1,NA,16,5,2,2
1983,1948,35,NA,2,1,NA,14,NA,NA,2
1983,1927,56,NA,2,2,NA,17,6,3,2
1983,1946,37,NA,2,2,NA,12,NA,NA,2
1983,1943,40,NA,2,1,NA,18,5,3,1
1983,1920,63,NA,2,1,NA,12,NA,NA,1
1983,1922,61,NA,1,2,NA,16,4,3,1
1983,1939,44,NA,2,2,NA,16,NA,NA,1
1983,1955,28,NA,2,2,NA,14,NA,NA,3
1983,1927,56,NA,2,2,NA,16,NA,NA,2
1983,1963,20,NA,1,1,NA,12,NA,NA,1
1983,1961,22,NA,2,2,NA,12,2,3,3
1983,1944,39,NA,2,2,NA,12,2,3,3
1983,1917,66,NA,1,1,NA,16,4,3,1
1983,1935,48,NA,2,2,NA,12,2,3,3
1983,1936,47,NA,2,2,NA,12,NA,NA,2
1983,1951,32,NA,2,1,NA,14,4,2,3
1983,1939,44,NA,1,3,NA,12,NA,NA,3
1983,1925,58,NA,1,3,NA,11,2,1,3
1983,1925,58,NA,2,3,NA,2,5,3,3
1983,1960,23,NA,2,2,NA,14,NA,NA,3
1983,1910,73,NA,2,2,NA,8,4,3,2
1983,1946,37,NA,2,2,NA,12,4,2,3
1983,1950,33,NA,2,1,NA,14,NA,NA,2
1983,1908,75,NA,2,2,NA,8,4,2,3
1983,1913,70,NA,2,2,NA,10,NA,NA,2
1983,1946,37,NA,1,2,NA,18,2,3,1
1983,1931,52,NA,1,3,NA,12,NA,NA,2
1983,1937,46,NA,2,2,NA,12,4,3,3
1983,1906,77,NA,2,2,NA,8,4,2,2
1983,1907,76,NA,2,2,NA,9,6,3,1
1983,1923,60,NA,2,2,NA,14,NA,NA,3
1983,1945,38,NA,2,1,NA,18,NA,NA,2
1983,1942,41,NA,2,2,NA,9,1,2,3
1983,1941,42,NA,1,2,NA,8,NA,NA,2
1983,1948,35,NA,2,2,NA,12,NA,NA,2
1983,1948,35,NA,2,3,NA,12,NA,NA,3
1983,1949,34,NA,2,2,NA,12,2,2,1
1983,1958,25,NA,2,3,NA,12,NA,NA,3
1983,1926,57,NA,2,3,NA,12,5,2,3
1983,1949,34,NA,2,2,NA,12,NA,NA,1
1983,1949,34,NA,2,2,NA,11,4,2,2
1983,1947,36,NA,1,2,NA,16,NA,NA,2
1983,1956,27,NA,1,2,NA,16,2,3,1
1983,1912,71,NA,2,2,NA,11,NA,NA,3
1983,1914,69,NA,2,2,NA,12,NA,NA,2
1983,1922,61,NA,2,2,NA,12,3,3,2
1983,1919,64,NA,2,2,NA,12,NA,NA,1
1983,1950,33,NA,1,2,NA,12,1,1,2
1983,1929,54,NA,1,3,NA,12,NA,NA,1
1983,1945,38,NA,1,2,NA,14,2,2,2
1983,1926,57,NA,2,2,NA,18,NA,NA,2
1983,1943,40,NA,1,2,NA,12,4,2,2
1983,1919,64,NA,1,1,NA,14,NA,NA,2
1983,1933,50,NA,2,3,NA,14,4,2,2
1983,1958,25,NA,2,2,NA,10,NA,NA,3
1983,1962,21,NA,2,3,NA,10,5,1,3
1983,1924,59,NA,2,2,NA,11,NA,NA,1
1983,1944,39,NA,1,2,NA,9,5,2,2
1983,1925,58,NA,2,1,NA,12,NA,NA,2
1983,1945,38,NA,2,2,NA,14,4,2,3
1983,1921,62,NA,1,1,NA,9,NA,NA,2
1983,1938,45,NA,2,1,NA,16,6,3,3
1983,1913,70,NA,1,1,NA,12,4,3,1
1983,1951,32,NA,1,2,NA,14,2,2,2
1983,1943,40,NA,2,3,NA,13,NA,NA,2
1983,1949,34,NA,1,2,NA,12,6,2,3
1983,1958,25,NA,2,2,NA,12,NA,NA,3
1983,1957,26,NA,2,2,NA,16,4,2,3
1983,1957,26,NA,2,3,NA,12,NA,NA,2
1983,1950,33,NA,2,2,NA,13,5,2,3
1983,1906,77,NA,1,2,NA,10,NA,NA,1
1983,1925,58,NA,2,2,NA,13,NA,NA,3
1983,1949,34,NA,2,2,NA,12,NA,NA,3
1983,1952,31,NA,1,1,NA,15,2,3,2
1983,1900,83,NA,2,3,NA,4,NA,NA,1
1983,1957,26,NA,1,2,NA,13,4,2,3
1983,1947,36,NA,1,3,NA,12,NA,NA,3
1983,1925,58,NA,1,NA,NA,10,NA,NA,3
1983,1916,67,NA,1,1,NA,12,3,2,2
1983,1906,77,NA,1,2,NA,7,NA,NA,1
1983,1958,25,NA,2,1,NA,12,4,2,3
1983,1955,28,NA,2,2,NA,15,NA,NA,2
1983,1918,65,NA,2,3,NA,12,NA,NA,3
1983,1955,28,NA,1,2,NA,16,4,3,3
1983,1949,34,NA,2,2,NA,11,NA,NA,2
1983,1902,81,NA,1,2,NA,18,6,4,1
1983,1949,34,NA,2,3,NA,14,NA,NA,3
1983,1948,35,NA,2,3,NA,13,4,2,3
1983,1949,34,NA,1,2,NA,11,4,3,3
1983,1957,26,NA,1,NA,NA,14,NA,NA,1
1983,1946,37,NA,2,2,NA,16,1,3,2
1983,1925,58,NA,2,2,NA,10,NA,NA,3
1983,1931,52,NA,1,3,NA,18,7,3,2
1983,1956,27,NA,2,2,NA,19,NA,NA,3
1983,1939,44,NA,1,3,NA,14,3,3,3
1983,1902,81,NA,2,2,NA,12,NA,NA,1
1983,1913,70,NA,2,1,NA,16,4,4,1
1983,1926,57,NA,2,3,NA,13,NA,NA,1
1983,1905,78,NA,1,2,NA,16,5,4,1
1983,1934,49,NA,2,1,NA,17,NA,NA,1
1983,1905,78,NA,1,1,NA,16,6,4,2
1983,1952,31,NA,1,2,NA,12,4,2,3
1983,1927,56,NA,1,2,NA,11,4,2,3
1983,1932,51,NA,2,2,NA,11,NA,NA,2
1983,1927,56,NA,1,3,NA,12,4,3,1
1983,1957,26,NA,2,1,NA,14,5,2,1
1983,1935,48,NA,2,2,NA,12,NA,NA,1
1983,1935,48,NA,2,1,NA,11,4,2,3
1983,1926,57,NA,1,2,NA,8,3,2,3
1983,1910,73,NA,1,3,NA,8,NA,NA,1
1983,1922,61,NA,2,2,NA,7,NA,NA,2
1983,1917,66,NA,1,3,NA,8,1,2,3
1983,1923,60,NA,2,3,NA,10,NA,NA,3
1983,1945,38,NA,2,2,NA,12,NA,NA,2
1983,1946,37,NA,1,1,NA,12,1,3,1
1983,1933,50,NA,2,1,NA,14,NA,NA,2
1983,1953,30,NA,1,2,NA,15,4,2,3
1983,1928,55,NA,1,2,NA,12,NA,NA,2
1983,1961,22,NA,2,2,NA,14,NA,NA,2
1983,1954,29,NA,1,2,NA,14,4,2,2
1983,1955,28,NA,2,1,NA,12,NA,NA,2
1983,1897,86,NA,2,3,NA,4,NA,2,2
1983,1915,68,NA,1,2,NA,8,NA,NA,3
1983,1922,61,NA,1,2,NA,12,NA,3,2
1983,1921,62,NA,2,2,NA,12,NA,NA,3
1983,1943,40,NA,2,1,NA,12,4,3,1
1983,1923,60,NA,2,2,NA,12,NA,NA,1
1983,1923,60,NA,2,2,NA,12,4,3,2
1983,1925,58,NA,2,3,NA,14,NA,3,3
1983,1902,81,NA,2,3,NA,12,NA,NA,3
1983,1958,25,NA,2,1,NA,15,5,3,3
1983,1911,72,NA,2,1,NA,16,NA,NA,1
1983,1907,76,NA,2,2,NA,9,NA,NA,1
1983,1925,58,NA,1,2,NA,12,4,3,1
1983,1955,28,NA,2,1,NA,12,NA,NA,2
1983,1960,23,NA,1,2,NA,11,2,2,3
1983,1936,47,NA,1,2,NA,14,NA,NA,2
1983,1958,25,NA,1,2,NA,14,4,3,2
1983,1956,27,NA,2,2,NA,14,NA,NA,3
1983,1901,82,NA,1,1,NA,16,7,3,2
1983,1945,38,NA,1,1,NA,14,NA,NA,2
1983,1953,30,NA,2,1,NA,14,NA,NA,3
1983,1957,26,NA,2,2,NA,15,4,3,3
1983,1946,37,NA,2,2,NA,12,NA,NA,3
1983,1894,89,NA,2,NA,NA,0,NA,NA,NA
1983,1919,64,NA,2,2,NA,11,NA,NA,3
1983,1918,65,NA,2,2,NA,12,6,2,3
1983,1927,56,NA,2,3,NA,11,NA,NA,1
1983,1956,27,NA,2,1,NA,13,6,2,2
1983,1935,48,NA,2,2,NA,7,NA,NA,3
1983,1961,22,NA,1,2,NA,11,4,3,2
1983,1931,52,NA,1,3,NA,8,NA,NA,3
1983,1952,31,NA,2,1,NA,15,3,2,1
1983,1956,27,NA,1,2,NA,8,NA,NA,2
1983,1946,37,NA,2,2,NA,12,NA,NA,3
1983,1958,25,NA,1,2,NA,16,3,3,1
1983,1958,25,NA,2,1,NA,16,NA,NA,2
1983,1960,23,NA,2,2,NA,16,4,3,3
1983,1913,70,NA,2,1,NA,13,NA,NA,2
1983,1913,70,NA,1,1,NA,13,6,3,1
1983,1948,35,NA,2,2,NA,16,NA,NA,1
1983,1923,60,NA,1,2,NA,14,6,3,1
1983,1937,46,NA,2,2,NA,10,3,2,3
1983,1956,27,NA,1,2,NA,14,NA,NA,3
1983,1946,37,NA,1,3,NA,16,4,3,1
1983,1957,26,NA,1,3,NA,12,4,1,3
1983,1914,69,NA,2,2,NA,12,4,3,2
1983,1922,61,NA,2,1,NA,13,NA,NA,2
1983,1918,65,NA,1,1,NA,12,4,2,2
1983,1937,46,NA,2,2,NA,12,NA,NA,3
1983,1952,31,NA,1,2,NA,16,3,3,3
1983,1925,58,NA,2,1,NA,12,NA,NA,1
1983,1938,45,NA,2,2,NA,11,4,2,3
1983,1955,28,NA,2,1,NA,14,NA,NA,3
1983,1942,41,NA,1,2,NA,12,3,2,2
1983,1901,82,NA,2,3,NA,4,6,4,2
1983,1945,38,NA,1,2,NA,13,4,3,3
1983,1924,59,NA,2,2,NA,14,NA,NA,3
1983,1955,28,NA,2,2,NA,12,NA,NA,2
1983,1927,56,NA,1,2,NA,8,5,3,3
1983,1957,26,NA,2,NA,NA,13,NA,NA,2
1983,1935,48,NA,2,2,NA,16,5,3,2
1983,1960,23,NA,1,1,NA,16,NA,NA,3
1983,1950,33,NA,1,2,NA,13,3,3,3
1983,1954,29,NA,2,2,NA,16,NA,NA,1
1983,1947,36,NA,1,3,NA,11,4,1,3
1983,1924,59,NA,1,2,NA,12,NA,NA,2
1983,1943,40,NA,2,1,NA,12,NA,NA,3
1983,1927,56,NA,1,1,NA,12,NA,NA,3
1983,1953,30,NA,2,1,NA,18,NA,NA,1
1983,1953,30,NA,1,2,NA,12,4,2,2
1983,1958,25,NA,2,2,NA,12,NA,NA,1
1983,1955,28,NA,1,2,NA,12,5,2,3
1983,1938,45,NA,2,2,NA,12,NA,NA,2
1983,1914,69,NA,2,1,NA,11,NA,NA,2
1983,1951,32,NA,1,2,NA,14,3,3,2
1983,1922,61,NA,2,3,NA,12,1,1,2
1983,1945,38,NA,1,2,NA,18,4,4,1
1983,1934,49,NA,2,1,NA,12,NA,NA,1
1983,1942,41,NA,2,2,NA,14,5,3,2
1983,1959,24,NA,1,2,NA,11,NA,NA,2
1983,1933,50,NA,1,2,NA,15,4,3,2
1983,1937,46,NA,2,2,NA,12,NA,NA,1
1983,1962,21,NA,2,3,NA,10,2,4,2
1983,1913,70,NA,1,2,NA,11,NA,NA,2
1983,1907,76,NA,1,1,NA,4,NA,1,1
1983,1951,32,NA,2,2,NA,16,NA,NA,2
1983,1901,82,NA,2,2,NA,8,3,3,3
1983,1955,28,NA,2,2,NA,9,NA,NA,3
1983,1947,36,NA,1,2,NA,12,3,2,2
1983,1933,50,NA,2,1,NA,12,6,3,2
1983,1923,60,NA,2,2,NA,9,6,2,2
1983,1929,54,NA,2,2,NA,12,NA,NA,2
1983,1959,24,NA,1,3,NA,12,4,2,2
1983,1942,41,NA,2,3,NA,16,NA,NA,2
1983,1940,43,NA,1,2,NA,12,4,2,2
1983,1919,64,NA,2,2,NA,16,NA,NA,1
1983,1924,59,NA,1,3,NA,14,4,3,1
1983,1923,60,NA,2,2,NA,12,NA,NA,1
1983,1930,53,NA,1,2,NA,18,5,3,2
1983,1919,64,NA,1,2,NA,14,NA,NA,1
1983,1964,19,NA,1,2,NA,11,4,2,3
1983,1925,58,NA,2,2,NA,12,NA,NA,2
1983,1953,30,NA,1,3,NA,11,4,2,3
1983,1939,44,NA,2,1,NA,12,NA,NA,3
1983,1904,79,NA,2,2,NA,6,NA,1,1
1983,1946,37,NA,2,1,NA,14,NA,NA,2
1983,1953,30,NA,1,2,NA,16,4,3,2
1983,1948,35,NA,2,1,NA,12,NA,NA,2
1983,1904,79,NA,2,2,NA,9,6,3,1
1983,1920,63,NA,1,3,NA,16,4,3,2
1983,1946,37,NA,1,2,NA,12,NA,NA,3
1983,1923,60,NA,1,1,NA,12,6,3,1
1983,1959,24,NA,1,2,NA,16,NA,NA,3
1983,1954,29,NA,2,3,NA,12,NA,NA,1
1983,1950,33,NA,2,3,NA,17,NA,NA,3
1983,1921,62,NA,2,2,NA,12,NA,NA,1
1983,1948,35,NA,2,2,NA,17,NA,NA,3
1983,1960,23,NA,2,2,NA,6,2,1,2
1983,1950,33,NA,1,2,NA,14,NA,NA,2
1983,1957,26,NA,2,2,NA,16,2,2,2
1983,1928,55,NA,2,2,NA,15,NA,NA,1
1983,1943,40,NA,2,2,NA,12,NA,NA,2
1983,1955,28,NA,1,1,NA,16,5,3,2
1983,1947,36,NA,2,2,NA,12,NA,NA,2
1983,1911,72,NA,1,1,NA,12,4,3,2
1983,1932,51,NA,2,1,NA,12,NA,NA,3
1983,1960,23,NA,1,1,NA,16,NA,NA,2
1983,1952,31,NA,2,2,NA,17,3,2,3
1983,1915,68,NA,2,2,NA,16,NA,NA,1
1983,1924,59,NA,2,2,NA,15,NA,NA,1
1983,1937,46,NA,2,2,NA,14,NA,NA,3
1983,1953,30,NA,1,1,NA,16,5,3,2
1983,1938,45,NA,2,1,NA,14,NA,NA,1
1983,1929,54,NA,1,2,NA,18,5,3,2
1983,1959,24,NA,2,2,NA,16,NA,NA,1
1983,1902,81,NA,2,2,NA,15,4,3,2
1983,1940,43,NA,2,1,NA,12,NA,NA,1
1983,1925,58,NA,1,1,NA,14,6,3,1
1983,1916,67,NA,2,2,NA,8,NA,NA,2
1983,1927,56,NA,1,2,NA,10,NA,NA,2
1983,1956,27,NA,1,2,NA,12,5,2,2
1983,1954,29,NA,2,2,NA,10,NA,NA,3
1983,1905,78,NA,2,1,NA,10,4,2,1
1983,1962,21,NA,2,1,NA,14,5,3,1
1983,1959,24,NA,1,2,NA,12,NA,NA,2
1983,1962,21,NA,1,1,NA,12,3,2,2
1983,1949,34,NA,1,2,NA,14,NA,NA,2
1983,1952,31,NA,1,1,NA,16,3,3,2
1983,1952,31,NA,2,2,NA,11,NA,NA,1
1983,1958,25,NA,2,1,NA,13,NA,2,1
1983,1964,19,NA,2,1,NA,12,NA,NA,2
1983,1942,41,NA,2,2,NA,14,3,2,3
1983,1921,62,NA,1,1,NA,16,4,2,3
1983,1925,58,NA,1,2,NA,12,4,2,3
1983,1948,35,NA,1,2,NA,14,NA,NA,1
1983,1916,67,NA,1,2,NA,15,5,3,1
1983,1960,23,NA,2,2,NA,16,NA,NA,2
1983,1948,35,NA,1,2,NA,16,NA,NA,1
1983,1925,58,NA,1,1,NA,14,5,3,1
1983,1949,34,NA,2,3,NA,16,NA,NA,3
1983,1960,23,NA,2,3,NA,13,3,3,3
1983,1959,24,NA,1,2,NA,12,NA,NA,3
1983,1945,38,NA,2,2,NA,18,3,3,1
1983,1956,27,NA,2,1,NA,13,NA,NA,2
1983,1940,43,NA,2,2,NA,12,NA,NA,3
1983,1955,28,NA,1,2,NA,13,5,3,2
1983,1961,22,NA,2,1,NA,12,NA,NA,2
1983,1918,65,NA,1,3,NA,1,5,3,3
1983,1942,41,NA,1,3,NA,9,1,2,3
1983,1952,31,NA,1,2,NA,12,NA,NA,3
1983,1939,44,NA,1,2,NA,12,4,2,3
1983,1916,67,NA,1,NA,NA,11,2,2,3
1983,1956,27,NA,2,1,NA,16,NA,NA,2
1983,1946,37,NA,2,2,NA,12,6,3,2
1983,1914,69,NA,2,1,NA,12,6,3,2
1983,1918,65,NA,1,1,NA,10,NA,NA,2
1983,1945,38,NA,1,NA,NA,14,7,2,3
